date,date_label,region_code,domaine_code,code_indicateur,valeur,unite,source_code,version_serie,fiabilite,qualite_flag,fichier_source,date_insertion
2023-01-01,2023-01-01,MA00,?,INDICATEUR.HCP.GENERIQUE,21.1,POURCENTAGE,HCP,recente,2,,hcp\undated\i_1.1.xlsx,2026-07-23T21:00:00.664576+0000
2020-01-01,2020-01-01,MA00,?,INDICATEUR.HCP.GENERIQUE,20.7,POURCENTAGE,HCP,recente,2,,hcp\undated\i_1.1.xlsx,2026-07-23T21:00:00.664576+0000
2021-01-01,2021-01-01,MA00,?,INDICATEUR.HCP.GENERIQUE,21.9,POURCENTAGE,HCP,recente,2,,hcp\undated\i_1.1.xlsx,2026-07-23T21:00:00.664576+0000
2022-01-01,2022-01-01,MA00,?,INDICATEUR.HCP.GENERIQUE,17.3,POURCENTAGE,HCP,recente,2,,hcp\undated\i_1.1.xlsx,2026-07-23T21:00:00.664576+0000
2023-01-01,2023-01-01,MA00,?,INDICATEUR.HCP.GENERIQUE,17.1,POURCENTAGE,HCP,recente,2,,hcp\undated\i_1.1.xlsx,2026-07-23T21:00:00.664576+0000
2020-01-01,2020-01-01,MA00,?,INDICATEUR.HCP.GENERIQUE,3.3,POURCENTAGE,HCP,recente,2,,hcp\undated\i_1.1.xlsx,2026-07-23T21:00:00.664576+0000
2021-01-01,2021-01-01,MA00,?,INDICATEUR.HCP.GENERIQUE,2.1,POURCENTAGE,HCP,recente,2,,hcp\undated\i_1.1.xlsx,2026-07-23T21:00:00.664576+0000
2022-01-01,2022-01-01,MA00,?,INDICATEUR.HCP.GENERIQUE,2.2,POURCENTAGE,HCP,recente,2,,hcp\undated\i_1.1.xlsx,2026-07-23T21:00:00.664576+0000
2023-01-01,2023-01-01,MA00,?,INDICATEUR.HCP.GENERIQUE,2.7,POURCENTAGE,HCP,recente,2,,hcp\undated\i_1.1.xlsx,2026-07-23T21:00:00.664576+0000
2011-01-01,2011-01-01,MA00,EMPLOI,EMPLOI.VOLUME,64.6,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2012-01-01,2012-01-01,MA00,EMPLOI,EMPLOI.VOLUME,63.2,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2013-01-01,2013-01-01,MA00,EMPLOI,EMPLOI.VOLUME,62.9,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2014-01-01,2014-01-01,MA00,EMPLOI,EMPLOI.VOLUME,62.0,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2015-01-01,2015-01-01,MA00,EMPLOI,EMPLOI.VOLUME,61.3,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2016-01-01,2016-01-01,MA00,EMPLOI,EMPLOI.VOLUME,60.3,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2017-01-01,2017-01-01,MA00,EMPLOI,EMPLOI.VOLUME,58.6,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2018-01-01,2018-01-01,MA00,EMPLOI,EMPLOI.VOLUME,57.6,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2019-01-01,2019-01-01,MA00,EMPLOI,EMPLOI.VOLUME,55.4,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2020-01-01,2020-01-01,MA00,EMPLOI,EMPLOI.VOLUME,54.3,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2021-01-01,2021-01-01,MA00,EMPLOI,EMPLOI.VOLUME,52.9,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2022-01-01,2022-01-01,MA00,EMPLOI,EMPLOI.VOLUME,51.2,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2023-01-01,2023-01-01,MA00,EMPLOI,EMPLOI.VOLUME,49.9,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
2011-01-01,2011-01-01,MA00,EMPLOI,EMPLOI.VOLUME,24.6,%,HCP,recente,2,,hcp\undated\i_1.10.xlsx,2026-07-23T21:00:00.664576+0000
